icd9_code,icd10_code,approximate,no_map,combination,scenario,choice_list
0261,A251,0,0,0,0,0
0269,A259,0,0,0,0,0
0270,A3211,1,0,0,0,0
0270,A3212,1,0,0,0,0
0270,A327,1,0,0,0,0
0270,A3281,1,0,0,0,0
0270,A3289,1,0,0,0,0
0270,A329,1,0,0,0,0
0271,A267,1,0,0,0,0
0271,A268,1,0,0,0,0
0271,A269,1,0,0,0,0
0272,A280,0,0,0,0,0
0278,A288,1,0,0,0,0
0279,A289,0,0,0,0,0
0300,A305,0,0,0,0,0
0301,A301,0,0,0,0,0
0302,A300,0,0,0,0,0
0303,A303,1,0,0,0,0
0308,A308,0,0,0,0,0
0309,A309,0,0,0,0,0
0310,A310,0,0,0,0,0
0311,A311,0,0,0,0,0
0312,A312,0,0,0,0,0
0318,A318,0,0,0,0,0
0319,A319,0,0,0,0,0
0320,A360,0,0,0,0,0
0321,A361,0,0,0,0,0
0322,A3689,1,0,0,0,0
0323,A362,0,0,0,0,0
03281,A3686,0,0,0,0,0
03282,A3681,0,0,0,0,0
03283,A3689,1,0,0,0,0
03284,A3685,0,0,0,0,0
03285,A363,0,0,0,0,0
03289,A3682,1,0,0,0,0
03289,A3683,1,0,0,0,0
03289,A3684,1,0,0,0,0
03289,A3689,1,0,0,0,0
0329,A369,0,0,0,0,0
0330,A3700,1,0,0,0,0
0331,A3710,1,0,0,0,0
0338,A3780,1,0,0,0,0
0339,A3790,1,0,0,0,0
0340,J020,1,0,0,0,0
0340,J0300,1,0,0,0,0
0341,A389,1,0,0,0,0
035,A46,0,0,0,0,0
0360,A390,0,0,0,0,0
0361,A3981,0,0,0,0,0
0362,A394,1,0,0,0,0
0363,A391,0,0,0,0,0
03640,A3950,0,0,0,0,0
03641,A3953,0,0,0,0,0
03642,A3951,0,0,0,0,0
03643,A3952,0,0,0,0,0
03681,A3982,1,0,0,0,0
03682,A3983,1,0,0,0,0
03689,A3989,0,0,0,0,0
0369,A399,0,0,0,0,0
037,A35,0,0,0,0,0
0380,A409,1,0,0,0,0
03810,A412,1,0,0,0,0
03811,A4101,1,0,0,0,0
03812,A4102,1,0,0,0,0
03819,A411,1,0,0,0,0
0382,A403,1,0,0,0,0
0383,A414,1,0,0,0,0
03840,A4150,1,0,0,0,0
03841,A413,1,0,0,0,0
03842,A4151,1,0,0,0,0
03843,A4152,1,0,0,0,0
03844,A4153,1,0,0,0,0
03849,A4159,1,0,0,0,0
0388,A4189,1,0,0,0,0
0389,A419,1,0,0,0,0
0390,L081,1,0,0,0,0
0391,A420,1,0,0,0,0
0392,A421,0,0,0,0,0
0393,A422,0,0,0,0,0
0394,B479,1,0,0,0,0
0398,A4281,1,0,0,0,0
0398,A4282,1,0,0,0,0
0398,A4289,1,0,0,0,0
0398,A438,1,0,0,0,0
0399,A429,1,0,0,0,0
0399,A439,1,0,0,0,0
0399,B471,1,0,0,0,0
0400,A480,0,0,0,0,0
0401,A488,1,0,0,0,0
0402,K9081,0,0,0,0,0
0403,A488,1,0,0,0,0
04041,A4851,0,0,0,0,0
04042,A4852,0,0,0,0,0
04081,M60009,1,0,0,0,0
04082,A483,0,0,0,0,0
04089,A488,1,0,0,0,0
04100,B955,1,0,0,0,0
04101,B950,0,0,0,0,0
04102,B951,0,0,0,0,0
04103,B954,1,0,0,0,0
04104,B952,0,0,0,0,0
04105,B954,1,0,0,0,0
04109,B954,1,0,0,0,0
04110,B958,1,0,0,0,0
04111,B9561,1,0,0,0,0
04112,B9562,1,0,0,0,0
04119,B957,1,0,0,0,0
0412,B953,1,0,0,0,0
0413,B961,0,0,0,0,0
04141,B9621,0,0,0,0,0
04142,B9622,0,0,0,0,0
04143,B9623,0,0,0,0,0
04149,B9620,1,0,0,0,0
04149,B9629,1,0,0,0,0
0415,B963,1,0,0,0,0
0416,B964,0,0,0,0,0
0417,B965,0,0,0,0,0
04181,A493,1,0,0,0,0
04181,B960,1,0,0,0,0
04182,B966,0,0,0,0,0
04183,B967,1,0,0,0,0
04184,B9689,1,0,0,0,0
04185,B9689,1,0,0,0,0
04186,B9681,0,0,0,0,0
04189,B9689,1,0,0,0,0
0419,B9689,1,0,0,0,0
042,B20,0,0,0,0,0
04500,A8039,1,0,0,0,0
04501,A8039,1,0,0,0,0
04502,A8039,1,0,0,0,0
04503,A8039,1,0,0,0,0
04510,A8039,1,0,0,0,0
04511,A8039,1,0,0,0,0
04512,A8039,1,0,0,0,0
04513,A8039,1,0,0,0,0
04520,A804,1,0,0,0,0
04521,A804,1,0,0,0,0
04522,A804,1,0,0,0,0
04523,A804,1,0,0,0,0
04590,A809,1,0,0,0,0
04591,A809,1,0,0,0,0
04592,A809,1,0,0,0,0
04593,A809,1,0,0,0,0
0460,A8181,0,0,0,0,0
04611,A8101,0,0,0,0,0
04619,A8100,1,0,0,0,0
04619,A8109,1,0,0,0,0
0462,A811,0,0,0,0,0
0463,A812,1,0,0,0,0
04671,A8182,0,0,0,0,0
04672,A8183,0,0,0,0,0
04679,A8189,1,0,0,0,0
0468,A8189,1,0,0,0,0
0469,A819,0,0,0,0,0
0470,A870,1,0,0,0,0
0471,A870,1,0,0,0,0
0478,A878,1,0,0,0,0
0479,A879,1,0,0,0,0
048,A880,1,0,0,0,0
0490,A872,0,0,0,0,0
0491,A871,0,0,0,0,0
0498,A850,1,0,0,0,0
0498,A851,1,0,0,0,0
0498,A858,1,0,0,0,0
0498,A888,1,0,0,0,0
0499,A86,1,0,0,0,0
0499,A89,1,0,0,0,0
0500,B03,1,0,0,0,0
0501,B03,1,0,0,0,0
0502,B03,1,0,0,0,0
0509,B03,1,0,0,0,0
05101,B08010,0,0,0,0,0
05102,B08011,0,0,0,0,0
0511,B0803,0,0,0,0,0
0512,B0802,1,0,0,0,0
0519,B0804,1,0,0,0,0
0520,B0111,1,0,0,0,0
0521,B012,0,0,0,0,0
0522,B0112,0,0,0,0,0
0527,B010,1,0,0,0,0
0527,B0181,1,0,0,0,0
0527,B0189,1,0,0,0,0
0528,B0189,1,0,0,0,0
0529,B019,0,0,0,0,0
0530,B021,0,0,0,0,0
05310,B0229,1,0,0,0,0
05311,B0221,0,0,0,0,0
05312,B0222,0,0,0,0,0
05313,B0223,0,0,0,0,0
05314,B0224,0,0,0,0,0
05319,B0229,1,0,0,0,0
05320,B0239,1,0,0,0,0
05321,B0233,0,0,0,0,0
05322,B0232,0,0,0,0,0
05329,B0239,1,0,0,0,0
05371,B028,1,0,0,0,0
05379,B028,1,0,0,0,0
0538,B028,1,0,0,0,0
0539,B029,0,0,0,0,0
0540,B000,0,0,0,0,0
05410,A609,1,0,0,0,0
05411,A6004,1,0,0,0,0
05412,A6004,1,0,0,0,0
05413,A6001,0,0,0,0,0
05419,A6009,1,0,0,0,0
0542,B002,0,0,0,0,0
0543,B004,1,0,0,0,0
05440,B0050,0,0,0,0,0
05441,B0059,1,0,0,0,0
05442,B0052,1,0,0,0,0
05443,B0052,1,0,0,0,0
05444,B0051,0,0,0,0,0
05449,B0059,1,0,0,0,0
0545,B007,0,0,0,0,0
0546,B0089,1,0,0,0,0
05471,B0081,1,0,0,0,0
05472,B003,0,0,0,0,0
05473,B001,1,0,0,0,0
05474,B0082,0,0,0,0,0
05479,B0089,1,0,0,0,0
0548,B009,1,0,0,0,0
0549,B009,1,0,0,0,0
0550,B050,0,0,0,0,0
0551,B052,0,0,0,0,0
0552,B053,0,0,0,0,0
05571,B0581,0,0,0,0,0
05579,B051,1,0,0,0,0
05579,B054,1,0,0,0,0
05579,B0589,1,0,0,0,0
0558,B0589,1,0,0,0,0
0559,B059,0,0,0,0,0
05600,B0600,0,0,0,0,0
