icd9_code,icd10_code,approximate,no_map,combination,scenario,choice_list
2303,D010,0,0,0,0,0
2304,D011,1,0,0,0,0
2304,D012,1,0,0,0,0
2305,D013,1,0,0,0,0
2306,D013,1,0,0,0,0
2307,D0140,1,0,0,0,0
2307,D0149,1,0,0,0,0
2308,D015,0,0,0,0,0
2309,D017,1,0,0,0,0
2309,D019,1,0,0,0,0
2310,D020,0,0,0,0,0
2311,D021,0,0,0,0,0
2312,D0220,1,0,0,0,0
2318,D023,1,0,0,0,0
2319,D024,0,0,0,0,0
2320,D040,1,0,0,0,0
2321,D0410,1,0,0,0,0
2322,D0420,1,0,0,0,0
2323,D0430,1,0,0,0,0
2323,D0439,1,0,0,0,0
2324,D044,1,0,0,0,0
2325,D045,1,0,0,0,0
2326,D0460,1,0,0,0,0
2327,D0470,1,0,0,0,0
2328,D048,1,0,0,0,0
2329,D049,1,0,0,0,0
2330,D0590,1,0,0,0,0
2331,D069,1,0,0,0,0
2332,D070,1,0,0,0,0
23330,D0730,0,0,0,0,0
23331,D072,0,0,0,0,0
23332,D071,0,0,0,0,0
23339,D0739,1,0,0,0,0
2334,D075,0,0,0,0,0
2335,D074,0,0,0,0,0
2336,D0760,1,0,0,0,0
2336,D0769,1,0,0,0,0
2337,D090,0,0,0,0,0
2339,D0910,1,0,0,0,0
2339,D0919,1,0,0,0,0
2340,D0920,1,0,0,0,0
2348,D093,1,0,0,0,0
2348,D098,1,0,0,0,0
2349,D099,0,0,0,0,0
2350,D37030,1,0,0,0,0
2350,D37031,1,0,0,0,0
2350,D37032,1,0,0,0,0
2350,D37039,1,0,0,0,0
2351,D3701,1,0,0,0,0
2351,D3702,1,0,0,0,0
2351,D3704,1,0,0,0,0
2351,D3705,1,0,0,0,0
2352,D371,1,0,0,0,0
2352,D372,1,0,0,0,0
2352,D374,1,0,0,0,0
2352,D375,1,0,0,0,0
2353,D376,0,0,0,0,0
2354,D483,1,0,0,0,0
2354,D484,1,0,0,0,0
2355,D378,1,0,0,0,0
2355,D379,1,0,0,0,0
2356,D380,0,0,0,0,0
2357,D381,0,0,0,0,0
2358,D382,1,0,0,0,0
2358,D383,1,0,0,0,0
2358,D384,1,0,0,0,0
2359,D385,1,0,0,0,0
2359,D386,1,0,0,0,0
2360,D390,0,0,0,0,0
2361,D392,0,0,0,0,0
2362,D3910,1,0,0,0,0
2363,D398,1,0,0,0,0
2363,D399,1,0,0,0,0
2364,D4010,1,0,0,0,0
2365,D400,0,0,0,0,0
2366,D408,1,0,0,0,0
2366,D409,1,0,0,0,0
2367,D414,0,0,0,0,0
23690,D419,0,0,0,0,0
23691,D4100,1,0,0,0,0
23691,D4120,1,0,0,0,0
23699,D418,1,0,0,0,0
2370,D443,1,0,0,0,0
2370,D444,1,0,0,0,0
2371,D445,0,0,0,0,0
2372,D4410,1,0,0,0,0
2373,D446,1,0,0,0,0
2373,D447,1,0,0,0,0
2374,D440,1,0,0,0,0
2374,D442,1,0,0,0,0
2374,D449,1,0,0,0,0
2375,D432,1,0,0,0,0
2375,D434,1,0,0,0,0
2376,D420,1,0,0,0,0
2376,D421,1,0,0,0,0
2376,D429,1,0,0,0,0
23770,Q8500,0,0,0,0,0
23771,Q8501,0,0,0,0,0
23772,Q8502,0,0,0,0,0
23773,Q8503,0,0,0,0,0
23779,Q8509,0,0,0,0,0
2379,D433,1,0,0,0,0
2379,D438,1,0,0,0,0
2379,D439,1,0,0,0,0
2380,D480,0,0,0,0,0
2381,D481,1,0,0,0,0
2382,D485,0,0,0,0,0
2383,D4860,1,0,0,0,0
2384,D45,1,0,0,0,0
2385,D4701,1,0,0,0,0
2385,D4702,1,0,0,0,0
2385,D4709,1,0,0,0,0
2386,D47Z9,1,0,0,0,0
23871,D473,1,0,0,0,0
23872,D460,1,0,0,0,0
23872,D461,1,0,0,0,0
23872,D4620,1,0,0,0,0
23872,D4621,1,0,0,0,0
23872,D46A,1,0,0,0,0
23872,D46B,1,0,0,0,0
23873,D4622,1,0,0,0,0
23874,D46C,0,0,0,0,0
23875,D469,1,0,0,0,0
23876,D471,1,0,0,0,0
23877,D47Z1,0,0,0,0,0
23879,C9440,1,0,0,0,0
23879,C9441,1,0,0,0,0
23879,C9442,1,0,0,0,0
23879,D471,1,0,0,0,0
23879,D479,1,0,0,0,0
23879,D47Z2,1,0,0,0,0
23879,D47Z9,1,0,0,0,0
2388,D487,0,0,0,0,0
2389,D489,0,0,0,0,0
2390,D490,0,0,0,0,0
2391,D491,0,0,0,0,0
2392,D492,0,0,0,0,0
2393,D493,0,0,0,0,0
2394,D494,0,0,0,0,0
2395,D49511,1,0,0,0,0
2395,D49512,1,0,0,0,0
2395,D49519,1,0,0,0,0
2395,D4959,1,0,0,0,0
2396,D496,0,0,0,0,0
2397,D497,0,0,0,0,0
23981,D4981,0,0,0,0,0
23989,D4989,0,0,0,0,0
2399,D499,0,0,0,0,0
2400,E040,1,0,0,0,0
2409,E012,1,0,0,0,0
2409,E049,1,0,0,0,0
2410,E041,1,0,0,0,0
2411,E042,1,0,0,0,0
2419,E049,1,0,0,0,0
24200,E0500,0,0,0,0,0
24201,E0501,0,0,0,0,0
24210,E0510,0,0,0,0,0
24211,E0511,0,0,0,0,0
24220,E0520,1,0,0,0,0
24221,E0521,1,0,0,0,0
24230,E0520,1,0,0,0,0
24231,E0521,1,0,0,0,0
24240,E0530,0,0,0,0,0
24241,E0531,0,0,0,0,0
24280,E0540,1,0,0,0,0
24280,E0580,1,0,0,0,0
24281,E0541,1,0,0,0,0
24281,E0581,1,0,0,0,0
24290,E0590,0,0,0,0,0
24291,E0591,0,0,0,0,0
243,E009,1,0,0,0,0
2440,E890,1,0,0,0,0
2441,E890,1,0,0,0,0
2442,E032,1,0,0,0,0
2443,E032,1,0,0,0,0
2448,E018,1,0,0,0,0
2448,E038,1,0,0,0,0
2449,E039,0,0,0,0,0
2450,E060,0,0,0,0,0
2451,E061,0,0,0,0,0
2452,E063,0,0,0,0,0
2453,E065,1,0,0,0,0
2454,E064,1,0,0,0,0
2458,E065,1,0,0,0,0
2459,E069,0,0,0,0,0
2460,E070,0,0,0,0,0
2461,E071,0,0,0,0,0
2462,E041,1,0,0,0,0
2463,E0789,1,0,0,0,0
2468,E034,1,0,0,0,0
2468,E0789,1,0,0,0,0
2469,E079,0,0,0,0,0
24900,E089,1,0,0,0,0
24900,E099,1,0,0,0,0
24900,E139,1,0,0,0,0
24901,E0865,1,0,0,0,0
24901,E0965,1,0,0,0,0
24910,E0810,1,0,0,0,0
24910,E0910,1,0,0,0,0
24910,E1310,1,0,0,0,0
24911,E0810,1,0,1,1,1
24911,E0865,1,0,1,1,2
24911,E0910,1,0,1,1,1
24920,E0801,1,0,0,0,0
24920,E0901,1,0,0,0,0
24920,E1300,1,0,0,0,0
24921,E0801,1,0,1,1,1
24921,E0865,1,0,1,1,2
24921,E0901,1,0,1,1,1
24930,E0811,1,0,0,0,0
24930,E08641,1,0,0,0,0
24930,E0911,1,0,0,0,0
24930,E09641,1,0,0,0,0
24930,E1311,1,0,0,0,0
24930,E13641,1,0,0,0,0
24931,E0811,1,0,1,1,1
24931,E0911,1,0,1,1,1
24931,E0965,1,0,1,1,2
24940,E0821,1,0,0,0,0
24940,E0921,1,0,0,0,0
24941,E0821,1,0,1,1,1
24941,E0865,1,0,1,1,2
24941,E0921,1,0,1,1,1
24950,E08311,1,0,0,0,0
24950,E08319,1,0,0,0,0
24950,E0836,1,0,0,0,0
24950,E0837X1,1,0,0,0,0
24950,E0837X2,1,0,0,0,0
24950,E0837X3,1,0,0,0,0
24950,E0837X9,1,0,0,0,0
24950,E0839,1,0,0,0,0
24950,E09311,1,0,0,0,0
24950,E09319,1,0,0,0,0
24950,E0936,1,0,0,0,0
24950,E0937X1,1,0,0,0,0
24950,E0937X2,1,0,0,0,0
24950,E0937X3,1,0,0,0,0
24950,E0937X9,1,0,0,0,0
24950,E0939,1,0,0,0,0
24950,E1339,1,0,0,0,0
24951,E08311,1,0,1,1,1
24951,E08319,1,0,1,1,1
24951,E0836,1,0,1,1,1
24951,E0839,1,0,0,0,0
24951,E0865,1,0,1,1,2
24951,E09311,1,0,1,1,1
24951,E09319,1,0,1,1,1
24951,E0936,1,0,1,1,1
24951,E0939,1,0,0,0,0
24960,E0840,1,0,0,0,0
24960,E0841,1,0,0,0,0
24960,E0842,1,0,0,0,0
24960,E0843,1,0,0,0,0
24960,E0844,1,0,0,0,0
24960,E0849,1,0,0,0,0
24960,E08610,1,0,0,0,0
24960,E0940,1,0,0,0,0
24960,E0941,1,0,0,0,0
24960,E0942,1,0,0,0,0
24960,E0943,1,0,0,0,0
24960,E0944,1,0,0,0,0
24960,E0949,1,0,0,0,0
24960,E09610,1,0,0,0,0
24960,E1340,1,0,0,0,0
24960,E1341,1,0,0,0,0
24960,E1342,1,0,0,0,0
24960,E1343,1,0,0,0,0
24960,E1344,1,0,0,0,0
24960,E1349,1,0,0,0,0
24961,E0840,1,0,1,1,1
24961,E0865,1,0,1,1,2
24961,E0940,1,0,1,1,1
24970,E0851,1,0,0,0,0
24970,E0951,1,0,0,0,0
24970,E1359,1,0,0,0,0
24971,E0851,1,0,1,1,1
24971,E0865,1,0,1,1,2
24971,E0951,1,0,1,1,1
24980,E08618,1,0,0,0,0
24980,E08620,1,0,0,0,0
24980,E08621,1,0,0,0,0
24980,E08622,1,0,0,0,0
24980,E08628,1,0,0,0,0
24980,E08630,1,0,0,0,0
24980,E08638,1,0,0,0,0
24980,E0865,1,0,0,0,0
24980,E0869,1,0,0,0,0
24980,E09618,1,0,0,0,0
24980,E09620,1,0,0,0,0
24980,E09621,1,0,0,0,0
24980,E09622,1,0,0,0,0
24980,E09628,1,0,0,0,0
24980,E09630,1,0,0,0,0
24980,E09638,1,0,0,0,0
24980,E09649,1,0,0,0,0
24980,E0965,1,0,0,0,0
24980,E0969,1,0,0,0,0
24980,E13620,1,0,0,0,0
24980,E13621,1,0,0,0,0
24980,E13622,1,0,0,0,0
24980,E13628,1,0,0,0,0
24980,E13638,1,0,0,0,0
24980,E13649,1,0,0,0,0
24980,E1365,1,0,0,0,0
24980,E1369,1,0,0,0,0
24981,E0865,1,0,1,1,2
24981,E0869,1,0,1,1,1
24981,E0969,1,0,1,1,1
24990,E088,1,0,0,0,0
24990,E098,1,0,0,0,0
24990,E138,1,0,0,0,0
24991,E0865,1,0,1,1,2
24991,E088,1,0,1,1,1
24991,E098,1,0,1,1,1
25000,E119,1,0,0,0,0
25001,E109,1,0,0,0,0
25002,E1165,1,0,0,0,0
25003,E1065,1,0,0,0,0
25010,E1110,1,0,0,0,0
25010,E1169,1,0,0,0,0
25010,E1310,1,0,0,0,0
25011,E1010,1,0,0,0,0
25012,E1110,1,0,1,1,1
25012,E1165,1,0,1,1,2
25012,E1169,1,0,1,1,1
25012,E1310,1,0,1,1,1
25013,E1010,1,0,1,1,1
25013,E1065,1,0,1,1,2
25020,E1100,1,0,0,0,0
25020,E1101,1,0,0,0,0
25021,E1069,1,0,0,0,0
25022,E1100,1,0,1,1,1
25022,E1165,1,0,1,1,2
25023,E1065,1,0,1,1,2
25023,E1069,1,0,1,1,1
25030,E1111,1,0,0,0,0
25030,E11641,1,0,0,0,0
25031,E1011,1,0,0,0,0
25031,E10641,1,0,0,0,0
25032,E1101,1,0,1,1,1
25032,E1165,1,0,1,1,2
25033,E1011,1,0,1,1,1
25033,E1065,1,0,1,1,2
25040,E1129,1,0,0,0,0
25041,E1029,1,0,0,0,0
25042,E1121,1,0,1,1,1
25042,E1165,1,0,1,1,2
25043,E1021,1,0,1,1,1
25043,E1065,1,0,1,1,2
25050,E11311,1,0,0,0,0
25050,E11319,1,0,0,0,0
25050,E1136,1,0,0,0,0
25050,E1139,1,0,0,0,0
25051,E10311,1,0,0,0,0
25051,E10319,1,0,0,0,0
25051,E1036,1,0,0,0,0
25051,E1037X1,1,0,0,0,0
25051,E1037X2,1,0,0,0,0
25051,E1037X3,1,0,0,0,0
25051,E1037X9,1,0,0,0,0
25051,E1039,1,0,0,0,0
25052,E11311,1,0,1,1,1
25052,E11319,1,0,1,1,1
25052,E1136,1,0,1,1,1
25052,E1139,1,0,1,1,1
25052,E1165,1,0,1,1,2
25053,E10311,1,0,1,1,1
25053,E10319,1,0,1,1,1
25053,E1036,1,0,1,1,1
25053,E1039,1,0,1,1,1
25053,E1065,1,0,1,1,2
25060,E1140,1,0,0,0,0
25061,E1040,1,0,0,0,0
25062,E1140,1,0,1,1,1
25062,E1165,1,0,1,1,2
25063,E1040,1,0,1,1,1
25063,E1065,1,0,1,1,2
25070,E1151,1,0,0,0,0
25071,E1051,1,0,0,0,0
25072,E1151,1,0,1,1,1
25072,E1165,1,0,1,1,2
25073,E1051,1,0,1,1,1
25073,E1065,1,0,1,1,2
25080,E11618,1,0,0,0,0
25080,E11620,1,0,0,0,0
25080,E11621,1,0,0,0,0
25080,E11622,1,0,0,0,0
25080,E11628,1,0,0,0,0
25080,E11630,1,0,0,0,0
25080,E11638,1,0,0,0,0
25080,E11649,1,0,0,0,0
25080,E1165,1,0,0,0,0
25080,E1169,1,0,0,0,0
25081,E10618,1,0,0,0,0
25081,E10620,1,0,0,0,0
25081,E10621,1,0,0,0,0
25081,E10622,1,0,0,0,0
25081,E10628,1,0,0,0,0
25081,E10630,1,0,0,0,0
25081,E10638,1,0,0,0,0
25081,E10649,1,0,0,0,0
25081,E1065,1,0,0,0,0
25081,E1069,1,0,0,0,0
25082,E1165,1,0,1,1,2
25082,E1169,1,0,1,1,1
25083,E1065,1,0,1,1,2
25083,E1069,1,0,1,1,1
25090,E118,1,0,0,0,0
25091,E108,1,0,0,0,0
25092,E1165,1,0,1,1,2
25092,E118,1,0,1,1,1
25093,E1065,1,0,1,1,2
25093,E108,1,0,1,1,1
2510,E15,0,0,0,0,0
2511,E160,1,0,0,0,0
2511,E161,1,0,0,0,0
2512,E162,0,0,0,0,0
2513,E891,0,0,0,0,0
2514,E163,0,0,0,0,0
2515,E164,0,0,0,0,0
2518,E168,1,0,0,0,0
2519,E169,0,0,0,0,0
25200,E213,0,0,0,0,0
25201,E210,0,0,0,0,0
25202,E211,0,0,0,0,0
25208,E212,0,0,0,0,0
2521,E209,1,0,0,0,0
2528,E214,0,0,0,0,0
2529,E215,0,0,0,0,0
2530,E220,1,0,0,0,0
2531,E228,1,0,0,0,0
2531,E229,1,0,0,0,0
2532,E230,1,0,0,0,0
2533,E230,1,0,0,0,0
2534,E236,1,0,0,0,0
2535,E232,0,0,0,0,0
2536,E222,0,0,0,0,0
2537,E231,1,0,0,0,0
2537,E893,1,0,0,0,0
2538,E236,1,0,0,0,0
2539,E233,1,0,0,0,0
2539,E237,1,0,0,0,0
2540,E320,0,0,0,0,0
2541,E321,0,0,0,0,0
2548,E328,0,0,0,0,0
2549,E329,0,0,0,0,0
2550,E240,1,0,0,0,0
2550,E242,1,0,0,0,0
2550,E243,1,0,0,0,0
2550,E248,1,0,0,0,0
2550,E249,1,0,0,0,0
25510,E2609,1,0,0,0,0
25510,E269,1,0,0,0,0
25511,E2602,0,0,0,0,0
25512,E2601,0,0,0,0,0
25513,E2681,0,0,0,0,0
25514,E261,1,0,0,0,0
2552,E250,1,0,0,0,0
2552,E258,1,0,0,0,0
2552,E259,1,0,0,0,0
2553,E270,1,0,0,0,0
25541,E271,1,0,0,0,0
25541,E272,1,0,0,0,0
25541,E2740,1,0,0,0,0
25542,E2749,1,0,0,0,0
2555,E2749,1,0,0,0,0
2556,E275,0,0,0,0,0
2558,E278,1,0,0,0,0
2559,E279,0,0,0,0,0
2560,E280,0,0,0,0,0
2561,E281,1,0,0,0,0
2561,N981,1,0,0,0,0
2562,E8940,1,0,0,0,0
2562,E8941,1,0,0,0,0
25631,E28310,1,0,0,0,0
25631,E28319,1,0,0,0,0
25639,E2839,0,0,0,0,0
2564,E282,0,0,0,0,0
2568,E288,0,0,0,0,0
2569,E289,0,0,0,0,0
2570,E290,0,0,0,0,0
2571,E895,0,0,0,0,0
2572,E291,0,0,0,0,0
2578,E298,0,0,0,0,0
2579,E299,0,0,0,0,0
25801,E3121,0,0,0,0,0
25802,E3122,0,0,0,0,0
25803,E3123,0,0,0,0,0
2581,E310,1,0,0,0,0
2588,E3120,1,0,0,0,0
2588,E318,1,0,0,0,0
2589,E319,0,0,0,0,0
2590,E300,0,0,0,0,0
2591,E301,1,0,0,0,0
2591,E308,1,0,0,0,0
2592,E340,0,0,0,0,0
2593,E342,0,0,0,0,0
2594,E343,0,0,0,0,0
25950,E3450,0,0,0,0,0
25951,E3451,0,0,0,0,0
25952,E3452,0,0,0,0,0
2598,E348,1,0,0,0,0
2599,E349,1,0,0,0,0
260,E40,1,0,0,0,0
261,E41,1,0,0,0,0
261,E43,1,0,0,0,0
262,E43,1,0,0,0,0
2630,E440,0,0,0,0,0
2631,E441,0,0,0,0,0
2632,E45,1,0,0,0,0
2638,E46,1,0,0,0,0
2639,E46,1,0,0,0,0
2640,E500,0,0,0,0,0
2641,E501,0,0,0,0,0
2642,E502,0,0,0,0,0
2643,E503,0,0,0,0,0
2644,E504,0,0,0,0,0
2645,E505,0,0,0,0,0
2646,E506,0,0,0,0,0
2647,E507,0,0,0,0,0
2648,E508,0,0,0,0,0
2649,E509,1,0,0,0,0
2650,E5111,1,0,0,0,0
2650,E5112,1,0,0,0,0
2651,E518,1,0,0,0,0
2651,E519,1,0,0,0,0
2652,E52,0,0,0,0,0
2660,E530,0,0,0,0,0
2661,E531,0,0,0,0,0
2662,E538,1,0,0,0,0
2669,E539,1,0,0,0,0
267,E54,1,0,0,0,0
2680,E550,0,0,0,0,0
2681,E643,1,0,0,0,0
2682,M839,1,0,0,0,0
2689,E559,0,0,0,0,0
2690,E561,0,0,0,0,0
2691,E560,1,0,0,0,0
2691,E568,1,0,0,0,0
2692,E569,1,0,0,0,0
2693,E58,1,0,0,0,0
2693,E59,1,0,0,0,0
2693,E60,1,0,0,0,0
2693,E614,1,0,0,0,0
2693,E615,1,0,0,0,0
2698,E638,1,0,0,0,0
2699,E639,1,0,0,0,0
2700,E7200,1,0,0,0,0
2700,E7201,1,0,0,0,0
2700,E7204,1,0,0,0,0
2700,E7209,1,0,0,0,0
2701,E700,1,0,0,0,0
2702,E7021,1,0,0,0,0
2702,E7029,1,0,0,0,0
2702,E7030,1,0,0,0,0
2702,E705,1,0,0,0,0
2702,E708,1,0,0,0,0
2703,E710,1,0,0,0,0
2703,E71120,1,0,0,0,0
2703,E7119,1,0,0,0,0
2703,E712,1,0,0,0,0
2704,E7210,1,0,0,0,0
2704,E7211,1,0,0,0,0
2704,E7219,1,0,0,0,0
2705,E7040,1,0,0,0,0
2706,E7220,1,0,0,0,0
2706,E7221,1,0,0,0,0
2706,E7222,1,0,0,0,0
2706,E7223,1,0,0,0,0
2706,E7229,1,0,0,0,0
2707,E723,1,0,0,0,0
2707,E728,1,0,0,0,0
2708,E7203,1,0,0,0,0
2708,E728,1,0,0,0,0
2709,E729,0,0,0,0,0
2710,E7400,1,0,0,0,0
2710,E7401,1,0,0,0,0
2710,E7404,1,0,0,0,0
2710,E7409,1,0,0,0,0
2710,E744,1,0,0,0,0
2711,E7421,1,0,0,0,0
2712,E7411,1,0,0,0,0
2712,E7412,1,0,0,0,0
2713,E7439,1,0,0,0,0
2714,E748,1,0,0,0,0
2718,E7252,1,0,0,0,0
2718,E7253,1,0,0,0,0
2718,E744,1,0,0,0,0
2718,E748,1,0,0,0,0
2718,E771,1,0,0,0,0
2719,E749,0,0,0,0,0
2720,E7800,1,0,0,0,0
2720,E7801,1,0,0,0,0
2721,E781,0,0,0,0,0
2722,E782,0,0,0,0,0
2723,E783,0,0,0,0,0
2724,E784,1,0,0,0,0
2724,E785,1,0,0,0,0
2725,E786,0,0,0,0,0
2726,E881,0,0,0,0,0
2727,E7521,1,0,0,0,0
2727,E7522,1,0,0,0,0
2727,E75249,1,0,0,0,0
2727,E770,1,0,0,0,0
2727,E771,1,0,0,0,0
2728,E7881,1,0,0,0,0
2728,E7889,1,0,0,0,0
2728,E8889,1,0,0,0,0
2729,E789,1,0,0,0,0
2730,D890,0,0,0,0,0
2731,D472,1,0,0,0,0
2732,D891,0,0,0,0,0
2733,C880,1,0,0,0,0
2734,E8801,0,0,0,0,0
2738,E8809,1,0,0,0,0
2739,E8809,1,0,0,0,0
27400,M1000,1,0,0,0,0
27401,M1000,1,0,0,0,0
27402,M1A9XX0,1,0,0,0,0
27403,M1A00X1,1,0,0,0,0
27403,M1A20X1,1,0,0,0,0
27403,M1A30X1,1,0,0,0,0
27403,M1A40X1,1,0,0,0,0
27403,M1A9XX1,1,0,0,0,0
27410,M1030,1,0,0,0,0
27411,N200,1,0,0,0,0
27419,M1030,1,0,0,0,0
27481,M109,1,0,0,0,0
27482,M109,1,0,0,0,0
27489,M1040,1,0,0,0,0
2749,M109,1,0,0,0,0
27501,E83110,0,0,0,0,0
27502,E83111,0,0,0,0,0
27503,E83118,1,0,0,0,0
27503,E83119,1,0,0,0,0
27509,E8310,1,0,0,0,0
27509,E8319,1,0,0,0,0
2751,E8300,1,0,0,0,0
2751,E8301,1,0,0,0,0
2751,E8309,1,0,0,0,0
2752,E8340,1,0,0,0,0
2752,E8341,1,0,0,0,0
2752,E8342,1,0,0,0,0
2752,E8349,1,0,0,0,0
2753,E8330,1,0,0,0,0
2753,E8331,1,0,0,0,0
2753,E8332,1,0,0,0,0
2753,E8339,1,0,0,0,0
27540,E8350,0,0,0,0,0
27541,E8351,0,0,0,0,0
27542,E8352,0,0,0,0,0
27549,E201,1,0,0,0,0
27549,E8359,1,0,0,0,0
2755,E8381,0,0,0,0,0
2758,E8389,0,0,0,0,0
2759,E839,0,0,0,0,0
2760,E870,0,0,0,0,0
2761,E871,0,0,0,0,0
2762,E872,0,0,0,0,0
2763,E873,0,0,0,0,0
2764,E874,0,0,0,0,0
27650,E869,0,0,0,0,0
27651,E860,0,0,0,0,0
27652,E861,0,0,0,0,0
27661,E8771,0,0,0,0,0
27669,E8770,1,0,0,0,0
27669,E8779,1,0,0,0,0
2767,E875,0,0,0,0,0
2768,E876,0,0,0,0,0
2769,E878,0,0,0,0,0
27700,E849,0,0,0,0,0
27701,E8411,0,0,0,0,0
27702,E840,0,0,0,0,0
27703,E8419,1,0,0,0,0
27709,E848,0,0,0,0,0
2771,E800,1,0,0,0,0
2771,E8020,1,0,0,0,0
2771,E8029,1,0,0,0,0
2772,E791,1,0,0,0,0
2772,E798,1,0,0,0,0
27730,E859,1,0,0,0,0
27731,E850,1,0,0,0,0
27731,M041,1,0,0,0,0
27739,E851,1,0,0,0,0
27739,E853,1,0,0,0,0
27739,E8581,1,0,0,0,0
27739,E8582,1,0,0,0,0
27739,E8589,1,0,0,0,0
2774,E804,1,0,0,0,0
2774,E805,1,0,0,0,0
2774,E806,1,0,0,0,0
2774,E807,1,0,0,0,0
2775,E7601,1,0,0,0,0
2775,E7603,1,0,0,0,0
2775,E761,1,0,0,0,0
2775,E76219,1,0,0,0,0
2775,E7622,1,0,0,0,0
2775,E7629,1,0,0,0,0
2775,E763,1,0,0,0,0
2776,D841,1,0,0,0,0
2777,E8881,0,0,0,0,0
27781,E7141,0,0,0,0,0
27782,E7142,0,0,0,0,0
27783,E7143,0,0,0,0,0
27784,E71448,1,0,0,0,0
27785,E71310,1,0,0,0,0
27785,E71311,1,0,0,0,0
27785,E71312,1,0,0,0,0
27785,E71313,1,0,0,0,0
27785,E71314,1,0,0,0,0
27785,E71318,1,0,0,0,0
27786,E7150,1,0,0,0,0
27786,E71510,1,0,0,0,0
27786,E71511,1,0,0,0,0
27786,E71522,1,0,0,0,0
27786,E71529,1,0,0,0,0
27786,E71548,1,0,0,0,0
27787,E8840,1,0,0,0,0
27787,E8841,1,0,0,0,0
27787,E8842,1,0,0,0,0
27787,E8849,1,0,0,0,0
27787,H49819,1,0,0,0,0
27788,E883,0,0,0,0,0
27789,C965,1,0,0,0,0
27789,C966,1,0,0,0,0
27789,E7139,1,0,0,0,0
27789,E803,1,0,0,0,0
27789,E8889,1,0,0,0,0
27789,E889,1,0,0,0,0
2779,E889,1,0,0,0,0
27800,E669,1,0,0,0,0
27801,E6601,1,0,0,0,0
27802,E663,0,0,0,0,0
27803,E662,0,0,0,0,0
2781,E65,0,0,0,0,0
2782,E670,0,0,0,0,0
2783,E671,0,0,0,0,0
2784,E673,0,0,0,0,0
2788,E678,1,0,0,0,0
27900,D801,0,0,0,0,0
27901,D802,0,0,0,0,0
27902,D804,0,0,0,0,0
27903,D803,1,0,0,0,0
27904,D800,0,0,0,0,0
27905,D805,0,0,0,0,0
27906,D831,1,0,0,0,0
27909,D806,1,0,0,0,0
27909,D807,1,0,0,0,0
27909,D808,1,0,0,0,0
27909,D809,1,0,0,0,0
27910,D848,1,0,0,0,0
27911,D821,0,0,0,0,0
27912,D820,0,0,0,0,0
27913,D814,0,0,0,0,0
27919,D848,1,0,0,0,0
2792,D810,1,0,0,0,0
2792,D811,1,0,0,0,0
2792,D812,1,0,0,0,0
2792,D8189,1,0,0,0,0
2792,D819,1,0,0,0,0
2793,D849,1,0,0,0,0
27941,D8982,0,0,0,0,0
27949,D8989,1,0,0,0,0
27950,D89813,0,0,0,0,0
27951,D89810,0,0,0,0,0
27952,D89811,0,0,0,0,0
27953,D89812,0,0,0,0,0
2798,D841,1,0,0,0,0
2798,D8940,1,0,0,0,0
2798,D8941,1,0,0,0,0
2798,D8942,1,0,0,0,0
2798,D8943,1,0,0,0,0
2798,D8949,1,0,0,0,0
2798,D8989,1,0,0,0,0
2798,M359,1,0,0,0,0
2799,D899,0,0,0,0,0
2800,D500,0,0,0,0,0
2801,D508,1,0,0,0,0
2808,D501,1,0,0,0,0
2808,D508,1,0,0,0,0
2809,D509,0,0,0,0,0
2810,D510,1,0,0,0,0
2811,D511,1,0,0,0,0
2811,D513,1,0,0,0,0
2811,D518,1,0,0,0,0
2812,D520,1,0,0,0,0
2812,D521,1,0,0,0,0
2812,D528,1,0,0,0,0
2812,D529,1,0,0,0,0
2813,D531,0,0,0,0,0
2814,D530,0,0,0,0,0
2818,D532,1,0,0,0,0
2818,D538,1,0,0,0,0
2819,D539,1,0,0,0,0
2820,D580,0,0,0,0,0
2821,D581,0,0,0,0,0
2822,D550,1,0,0,0,0
2822,D551,1,0,0,0,0
2823,D558,1,0,0,0,0
28240,D569,0,0,0,0,0
28241,D5740,0,0,0,0,0
28242,D57419,1,0,0,0,0
28243,D560,0,0,0,0,0
28244,D561,0,0,0,0,0
28245,D562,0,0,0,0,0
28246,D563,0,0,0,0,0
28247,D565,0,0,0,0,0
28249,D568,0,0,0,0,0
2825,D573,0,0,0,0,0
28260,D571,1,0,0,0,0
28261,D571,1,0,0,0,0
28262,D5700,1,0,0,0,0
28263,D5720,0,0,0,0,0
28264,D57219,1,0,0,0,0
28268,D5780,0,0,0,0,0
28269,D57819,1,0,0,0,0
2827,D564,1,0,0,0,0
2827,D582,1,0,0,0,0
2828,D588,0,0,0,0,0
2829,D589,0,0,0,0,0
2830,D590,1,0,0,0,0
2830,D591,1,0,0,0,0
28310,D594,1,0,0,0,0
28311,D593,0,0,0,0,0
28319,D594,1,0,0,0,0
2832,D595,1,0,0,0,0
2832,D596,1,0,0,0,0
2832,D598,1,0,0,0,0
2839,D599,0,0,0,0,0
28401,D6101,0,0,0,0,0
28409,D6109,0,0,0,0,0
28411,D61810,0,0,0,0,0
28412,D61811,0,0,0,0,0
28419,D61818,0,0,0,0,0
2842,D6182,0,0,0,0,0
28481,D600,1,0,0,0,0
28481,D601,1,0,0,0,0
28481,D608,1,0,0,0,0
28481,D609,1,0,0,0,0
28489,D611,1,0,0,0,0
28489,D612,1,0,0,0,0
28489,D6189,1,0,0,0,0
